score,theme,source_db,query_id,accession,uid,title,summary,taxon,data_type,n_samples,tissues,has_human,has_exercise,has_obesity,has_inflammation,has_nampt_axis,has_omics,pubmed_ids,ftp_link,url,year_or_date
10,exercise,GEO/GDS,exercise_blood_pbmc_human_geo,GSE330159,200330159,Bulk RNA-sequencing of pooled 53 hpf wild-type and iqgap1-/- hemorrhage-positive mutant embryos,"Defects in multiple cell-signaling molecules lead to defects of vascular integrity given the need for fine-tuned regulation of the cell adhesion complexes. Signaling adaptor proteins play a crucial in cell signaling by promoting interactions between effector proteins and even enabling integration of different pathways. IQGAP1 is a conserved signaling adaptor known for its roles in cell adhesion, cancer and for other cell biological effects. We engineered a zebrafish null mutant in iqgap1 gene by introducing an 11-bp deletion by CRISPR/Cas9 and characterized its phenotype. Homozygous mutants exhibit severe brain hemorrhage and morphological abnormalities, which are ultimately lethal in about 30-40% of cases, whereas the other embryos survive to adulthood. We assessed retinal vasculature in 12 to 16-month-old adults and, contrary to the human patient observations, did not find any find any differences between wild-type and iqgap1-/- mutant zebrafish. Expression pattern of iqgap1 strongly overlapped with the vascular marker fli1a expression but more broadly present in tissues such as muscle, branchial arches, caudal hematopoietic tissue. Re-analysis of single-cell RNA-seq data extended the known expression pattern of iqgap1 to include mesenchyme, periderm, neural cell types, granulocytes and macrophages. Strikingly, iqgap1 showed a striking co-localization with fli1a in the brain blood vessels, whose disruption likely causes the brain hemorrhage. RNA sequencing-based comparison of whole hemorrhage-positive iqgap1-/- embryo pools with wild-type embryos at 54 hpf shortly after the onset of hemorrhage identified 1283 differentially regulated genes. The most striking feature of this dataset was up-regulation of hematopoietic markers especially those of erythrocytes, neutrophils, mast cells and HSPCs (hematopoietic stem and progenitor cells) but macrophages were down-regulated. We have confirmed that erythrocytes up-regulation is linked to hemorrhage. By contrast, mast cells, neutrophils are up-regulated and macrophages are reduced in iqgap1-/- embryos with or without hemorrhage.",Danio rerio,Expression profiling by high throughput sequencing,8,blood_pbmc,1,0,0,1,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE330nnn/GSE330159/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE330159,
10,exercise,GEO/GDS,exercise_blood_pbmc_human_geo,GSE310710,200310710,Post-Hoc Trial and Preclinical Data Identify IL1RAP as a Tumor Microenvironment Vulnerability to Improve Chemoimmunotherapy Sensitivity in Pancreatic Cancer,"INTRODUCTION: Pancreatic ductal adenocarcinoma (PDAC) remains highly resistant to chemotherapy and immunotherapy due to a tumor microenvironment (TME) dominated by myeloid-stromal immunosuppressive circuitries and T-cell dysfunction. Key mediators of this chemoimmunoresistance are interleukin-1 (IL-1) family cytokines (IL-1α/β, IL-33, IL-36), which converge on IL-1 receptor accessory protein (IL1RAP) signaling to reinforce a tolerogenic, pro-inflammatory TME. We hypothesized that IL1RAP-expressing myeloid-stromal compartments sustain a therapeutic barrier in PDAC, and that disrupting this via pharmacologic IL1RAP inhibition could reprogram the TME to enhance chemoimmunotherapy efficacy. METHODS: Chemoresistance in PDAC samples from Human Tumor Atlas Network (HTAN) was stratified by cell-type IL1RAP expression. Clinical outcomes in patients treated with anti-IL1RAP Ab nadunolimab (Nadu)+gemcitabine+nab-paclitaxel (GnP) in Phase II CANFOUR trial (NCT03267316) were stratified by immune and stromal IL1RAP expression; paired PDAC biopsies pre-/post-treatment were analyzed by mIF. Preclinical studies were conducted in the IL1RAPhi stromatogenic Ptf1aCre/+;LSL-KrasG12D;Tgfbr2fl/fl (PKT) murine model. Nadu surrogate Ab-treated tumors were analyzed by scRNAseq, flow cytometry, and histology. Combination Nadu, GnP, and anti-PD1 therapy was tested in survival \ studies. RESULTS: In HTAN dataset, IL1RAP expression was elevated across multiple TME compartments—myeloid, cancer-associated fibroblast (CAF), and tumor cells; notably, IL1RAP was selectively enriched in chemotherapy-resistant (vs sensitive) samples, predominantly in myeloid and CAF/stromal transcriptomes. Stratification of evaluable specimens from CANFOUR trial revealed correlation between high stromal/CAF (p=0.0058) and myeloid (p=0.014) IL1RAP expression and prolonged duration of response to Nadu+GnP. In PKT mice, Nadu treatment reduced tumor volume (p=0.019) and stromal fibrosis. Flow cytometry showed reduced trafficking/persistence (p=0.0077) and increased T-cell abundance (p=0.0033), which were corroborated by mIF in paired human PDAC biopsies pre/post Nadu treatment, showing diminished CD11b+CD14+/CD15+ myeloid infiltration and expansion of GzmB+Ki67+CD8+ T-cells. scRNAseq in PKT tumors revealed reprogramming in myeloid (↑antigen presentation and Type IIFN response; ↓IL-1/TNF signaling) and T-cell (↑activation/memory, TCR engagement, IL-2 signatures; ↓regulatory/exhausted states) subsets. Phenotypic skewing toward memory progenitor-exhausted CD8+ subsets (Ly108+CD69+/-) supported enhanced immune responsiveness. Triple therapy with Nadu, GnP, and anti-PD-1 significantly prolonged survival versus controls (p<0.001). CONCLUSIONS: IL1RAP-expressing myeloid-stromal networks may represent a distinct therapeutic barrier in PDAC, which can be disrupted pharmacologically to invigorate immunotherapy-permissive CD8+ T-cell subsets and improve chemoimmunotherapy sensitivity. These findings support an upcoming neoadjuvant trial combining nadunolimab with chemoimmunotherapy in patients with operable PDAC.",Mus musculus,Expression profiling by high throughput sequencing,2,unclear,1,1,0,1,1,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE310nnn/GSE310710/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE310710,
10,exercise,GEO/GDS,exercise_blood_pbmc_human_geo,GSE288472,200288472,Multiple Myeloma Surviving T Cell Therapies Exhibits a CD45+ Immune Evasive Phenotype,"Multiple myeloma (MM) is an incurable plasma cell malignancy where relapse is inevitable, even after the advent of transformative T cell redirecting therapies (TCRT) such as chimeric antigen receptor (CAR)-T cells and bispecific T cell engaging (TCE) antibodies. Identifying and characterizing MM cells that persist after these therapies is critical to improving outcomes. Here, we demonstrate that MM persisting through CAR-T and TCE treatments upregulate CD45 as part of a resistance-associated gene expression program. Bone marrow samples from MM patients were treated ex vivo with TCEs elranatamab and SAR442257, as well as anti-BCMA CAR-T and activated T cell alone. MM cells surviving were analyzed via flow cytometry, and the phenotypes observed were validated using samples from patients before and after clinical treatment with idecabtagene vicleucel CAR-T. Across all treatments, MM cells persisting after treatment with TCRT exhibited new surface expression of CD45. Imaging flow cytometry revealed CD45 expression in discrete focal patches on the MM cell surface. Mechanistic studies implicated secreted HSP70 as a key driver of this effect. Bulk-RNA-Seq revealed a concurrent increase of LAG-3 and IFNγ signaling mRNAs alongside CD45 mRNA. These findings were confirmed at the protein level, where PD-L1 upregulation was also observed. Our results suggest that selective pressure from TCRT drives the emergence of an immune evasion phenotype in MM, marked by CD45 upregulation and immune checkpoint activation. These findings highlight the potential for combining TCRT with checkpoint inhibitors to counteract resistance in relapsed or refractory MM.",Homo sapiens,Expression profiling by high throughput sequencing,6,blood_pbmc,1,1,0,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288472/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE288472,
10,exercise,GEO/GDS,exercise_blood_pbmc_human_geo,GSE324831,200324831,"Dynamic Phenotyping Reveals Highly Personalized, Integrated Host-Tumor Crosstalk During Exercise in Cancer Patients [proteomics data]","How exercise therapy modulates the host systemic environment to regulate tumor evolution in humans is not known. We performed personalized, multiparametric, longitudinal profiling before, during, and after short-term endurance exercise in 13 patients with solid tumors in a preoperative “window” study.",Homo sapiens,Protein profiling by protein array,66,unclear,1,1,0,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE324nnn/GSE324831/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE324831,
10,obesity,GEO/GDS,obesity_adipose_inflammation_geo,GSE317738,200317738,Otopetrin 1 in white adipose predicts the progression of cancer cachexia and protects against weight loss,"Cancer cachexia is a major cause of mortality in cancer patients, and white adipose tissue (WAT) remodeling precedes weight loss. This study aimed to identify key genes driving cachexia progression and to target WAT loss for early intervention. Using Lewis lung carcinoma mouse models of pre-cachexia and cachexia, we systematically analyzed transcriptomic alterations in pathways and gene expression in WAT. Otopetrin 1 (OTOP1) was identified as a critical regulator of metabolic remodeling and inflammation. Overexpression of OTOP1 in adipocytes induced by tumor-conditioned medium attenuated lipolysis, promoted lipogenesis and exerted anti-inflammatory effects by inhibiting NF-κB signaling and activating PPARγ. In patients with cancer, OTOP1 expression in subcutaneous WAT was markedly reduced in cachexia and was associated with decreased BMI, albumin and hemoglobin, reflecting nutritional deterioration. Collectively, these findings demonstrate that OTOP1 regulates adipose metabolism and inflammation and may serve as a potential biomarker and therapeutic target for cancer cachexia.",Mus musculus,Expression profiling by high throughput sequencing,18,adipose,0,0,1,1,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE317nnn/GSE317738/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE317738,
10,obesity;weight_loss,GEO/GDS,obesity_adipose_inflammation_geo,GSE324852,200324852,Preconception exposures of female mice to a panel of metabolic disruptors induce sexually dimorphic metabolic perturbations in their offspring,"In recent years, there has been a growing emphasis on research investigating the transmission across generations of the effects of exposure to environmental factors, which may predispose to chronic diseases. It has been hypothesized that the propagation of such effects is mediated by alterations in gene regulatory elements, such as DNA methylation, histone modifications, and non-coding RNAs. Studies in Drosophila and mice have demonstrated that the compartmentalization of eukaryotic genomes into heterochromatin and euchromatin can mediate multigenerational metabolism-disrupting effects elicited by exposure to various metabolism disruptors. These findings suggest that eukaryotic nuclear genomes may possess the capacity to integrate the impact of environmental cues in a metastable manner that is phenotypically relevant. Here, we present the results of a murine model to assess whether preconception exposure to three metabolism disruptors of distinct nature, including dietary factors and environmental toxicants, intended to emulate the complexity of human exposures, results in metabolic alterations in the offspring of exposed individuals. Our findings align with our central hypothesis but also open an unexpected avenue to explore whether preconception exposure to metabolism disruptors predisposes the offspring of exposed individuals to not only typical metabolic diseases such as obesity but also to complex metabolic-psychiatric conditions such as anorexia.",Mus musculus,Expression profiling by high throughput sequencing,100,unclear,1,0,1,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE324nnn/GSE324852/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE324852,
10,obesity,GEO/GDS,obesity_adipose_inflammation_geo,GSE261439,200261439,TERT expression attenuates metabolic disorders in obese mice by promoting adipocyte formation and remodeling macrophage landscape [snRNA-Seq],"Obesity is linked to limited adipose tissue (AT) remodeling capacity, leading to hypertrophic adipocytes, senescence, and inflammation. We used a mouse model expressing mTert, or its catalytically inactive form mTertCi, from the Cdkn1a locus to investigate the role of mTERT in obesity-induced metabolic disorders in mice on a high-fat-diet (HFD). We found that mTERT expression attenuates p21 expression, telomere attrition, senescence, and inflammation in the AT of HFD-induced obese mice, thereby reducing associated metabolic disorders. In vivo and in vitro data reveal that mTERT promotes differentiation of adipose stem and progenitor cells into adipocytes in obese mice. Strikingly, single nucleus RNA-seq data show that both mTERT and mTERTCi remodels the landscape of macrophages in AT of obese mice thereby reducing the immune response. These results emphasize involvement of the canonical and non-canonical mTERT functions in ameliorating metabolic disorders and suggest conditional TERT expression as a potential therapeutic option for obesity.",Mus musculus,Expression profiling by high throughput sequencing,8,adipose,0,0,1,1,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261439/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE261439,
10,obesity,GEO/GDS,obesity_adipose_inflammation_geo,GSE261438,200261438,TERT expression attenuates metabolic disorders in obese mice by promoting adipocyte formation and remodeling macrophage landscape [RNA-Seq],"Obesity is linked to limited adipose tissue (AT) remodeling capacity, leading to hypertrophic adipocytes, senescence, and inflammation. We used a mouse model expressing mTert, or its catalytically inactive form mTertCi, from the Cdkn1a locus to investigate the role of mTERT in obesity-induced metabolic disorders in mice on a high-fat-diet (HFD). We found that mTERT expression attenuates p21 expression, telomere attrition, senescence, and inflammation in the AT of HFD-induced obese mice, thereby reducing associated metabolic disorders. In vivo and in vitro data reveal that mTERT promotes differentiation of adipose stem and progenitor cells into adipocytes in obese mice. Strikingly, single nucleus RNA-seq data show that both mTERT and mTERTCi remodels the landscape of macrophages in AT of obese mice thereby reducing the immune response. These results emphasize involvement of the canonical and non-canonical mTERT functions in ameliorating metabolic disorders and suggest conditional TERT expression as a potential therapeutic option for obesity.",Mus musculus,Expression profiling by high throughput sequencing,12,adipose,0,0,1,1,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261438/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE261438,
10,obesity,GEO/GDS,obesity_muscle_metabolism_geo,GSE310028,200310028,Dissecting Semaglutide-dependent transcriptome response in obesity and osteoarthritis across tissues at single-cell resolution,"The clinical observations of semaglutide cannot be fully explained by the classical GLP-1R signaling, indicating that semaglutide may exert its effects through a more complex multi tissue regulatory network. Based on this background, this study utilized high-fat diet (HFD) - induced obesity and surgery induced osteoarthritis (OA) models to simulate metabolic joint complications. By systematically collecting peripheral blood (PB), bone marrow (BM), liver, brain tissue, and skeletal muscle from C57BL/6 mice, and integrating 10x Genomics single-cell transcriptome sequencing, we constructed a cross tissue cell atlas that covers the immune, nervous, and motor metabolic systems under treatment with semaglutide. In addition, we compared the gene expression disturbances in mouse tissues after administration of semaglutide. Through these comparisons, we can more accurately decipher the specific effects of semaglutide treatment on gene expression in mice, thereby gaining a deeper understanding of their mechanisms of action in vivo.",Mus musculus,Expression profiling by high throughput sequencing,28,skeletal_muscle;blood_pbmc,0,0,1,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE310nnn/GSE310028/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE310028,
10,obesity,GEO/GDS,obesity_muscle_metabolism_geo,GSE206506,200206506,RNAseq analysis of skeletal muscle transcriptomes from wild type and MLL4SETf/fHSA-Cre mice,"Enhancers play central role in controlling gene expression in time and space. Primed enhancers are marked by histone H3 lysine 4 (H3K4) mono/di-methylation (H3K4me1/2). Mixed-lineage leukemia 4 (MLL4/KMT2D) is an evolutionarily conserved H3K4me1/2 methyltransferase that is required for enhancer activation. To investigate the physiological importance of MLL4 in skeletal muscle nutrient handling, skeletal muscle-specific Mll4-knockout (MLL4SETf/fHSA-Cre) and wild-type (WT) littermates were placed on HFD (60% kcal from fat). Remarkably, muscle-specific deletion of MLL4 protects against high-fat diet-induced obesity and improves systemic glucose homeostasis. To dissect the underline mechanism, we conducted a comprehensive study of the muscle transcriptome induced by MLL4 deletion, HFD feeding, or the combination. Comparison of gene expression profiles in MLL4SETf/f muscle revealed 638 genes in total whose expression was significantly regulated by HFD, and comparison between WT and MLL4SETf/fHSA-Cre muscle showed 1430 and 1490 genes that were influenced by MLL4 abrogation on CD and HFD, respectively. Categorized into four subgroups, gene ontology (GO) pathway analysis not only showed HFD-induced immune and inflammatory pathways that were suppressed by MLL4 deficiency, but also revealed muscle metabolic and contractile gene networks that were substantially altered by MLL4 abrogation.",Mus musculus,Expression profiling by high throughput sequencing,8,skeletal_muscle,0,0,1,1,0,1,41298552,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE206nnn/GSE206506/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE206506,
10,obesity,GEO/GDS,obesity_muscle_metabolism_geo,GSE261984,200261984,Effect of a 24h corticosterone treatment on differentiated C2C12 myotubes,"Long term glucocorticoïds treatment, e.g. corticosterone, induces insulin resistance in vivo and in vitro. In vivo insulin resistance can trigger pancreatic beta cells adaptation in order to maintain glycemia. In particular, we observed that beta-cell mass adaptation can occur via beta-cell proliferation or via beta-cell neogenesis (de novo beta-cell production). Further, we demonstrated that beta-cell neogenesis was not a direct effect of GC, but rather due to the presence of pro-neogenic factors in the serum of GC-treated mice, suggesting a communication in-between insulin resistant tissues and the pancreas (Courty et al., Diabetes, 2019). Hence, the present work aims to decipher the role of the skeletal muscle in pancreatic adaptation in response to insulin resistance. We used an in vitro modeling in-between C2C12 differentiated myotubes treated for 24h with corticosterone (10-7M) or the same volume of solvant ethanol (VEH). Conditioned medium from corticosterone treated cells was tested on pancreatic buds E11.5 and proven to enhance beta-cell and other pro-endocrine lineage cellular differentiation in comparison to VEH conditioned medium. Subsequently, we analyzed the transcriptome of the C2C12 myotubes (n=3 per condition) using RNAsequencing (Illumina, NOVAseq 6000, 150bp paired-end sequencing). We found an enrichement for genes coding for secreted proteins in the CORT-treated myotubes. We narrowed down to 4 myokines candidates and validated the pro-neogenic potential of the candidate myokines using pancreatic buds E11.5 treated with recombinant proteins.",Mus musculus,Expression profiling by high throughput sequencing,6,skeletal_muscle;blood_pbmc,0,1,1,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261984/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE261984,
10,obesity,GEO/GDS,obesity_muscle_metabolism_geo,GSE289576,200289576,A Role for the Transcriptional Coregulator RIP140 in the Control of Muscle Endurance Fitness [RNASeq_MyogeninCre_flat],"Poor skeletal muscle fitness contributes to many chronic disease states including obesity, heart failure, primary muscle disorders, and age-related sarcopenia. Receptor Interacting Protein 140 (RIP140) is a striated muscle-enriched nuclear receptor co-regulator. To investigate the role of RIP140 in skeletal muscle, striated muscle-specific RIP140-deficient (strNrip1-/-) mice were generated and characterized. strNrip1-/- mice display a remarkable endurance performance phenotype based on endurance treadmill performance, VO2max testing, and functional assessment of isolated muscle. RNA-sequence analysis of glycolytic fast-twitch muscle from the strNrip1-/- mice identified a broad array of differentially upregulated metabolic and structural muscle genes involved in muscle endurance fitness pathways including mitochondrial biogenesis and respiration, fatty acid oxidation, triglyceride dynamics, muscle fiber type, angiogenesis, and neuromuscular junction (NMJ) remodeling. Assessment of the structural correlates of these processes confirmed the function of RIP140 as placing a “brake” on the transcriptional network controlling these key muscle endurance fitness processes. Integration of the RNA sequence results with CUT&RUN analysis of strNrip1-/- myotubes identified direct RIP140 targets including genes involved in fatty acid metabolism and NMJ biogenesis. We conclude that RIP140 serves as a physiological “rheostat” for a broad network of genes involved in skeletal muscle fitness.",Mus musculus,Expression profiling by high throughput sequencing,5,skeletal_muscle,0,1,1,0,0,1,41118251,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE289nnn/GSE289576/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE289576,
10,obesity,GEO/GDS,obesity_muscle_metabolism_geo,GSE295025,200295025,Transcriptomic profiling of mouse skeletal muscle in wildtype and Tas1r2 knockout mice across age and obesity conditions,"This study aimed to better understand the effects of Tas1r2 loss-of-function on skeletal muscle gene expression across physiological states. Transcriptomic profiling was performed on skeletal muscle from wildtype and Tas1r2 knockout male mice under young, aged, and obese conditions. RNA was obtained from left leg solei of male mice",Mus musculus,Expression profiling by array,26,skeletal_muscle,0,0,1,0,0,1,40507187,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE295nnn/GSE295025/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE295025,
10,obesity,GEO/GDS,obesity_muscle_metabolism_geo,GSE281849,200281849,Effects of physical activity reduction on the gastrocnemius transcriptome,"Insufficient physical activity is associated with increased relative risk of cardiometabolic disease and is an independent risk factor for mortality. Experimentally reducing physical activity rapidly induces insulin resistance, impairs glucose handling, and drives metabolic inflexibility. These adaptations manifest during the early stages of physical inactivity, even when energy balance is maintained, suggesting that inactivity-mediated metabolic reprogramming is an early event that precedes changes in body composition. To identify mechanisms that promote metabolic adaptations associated with physical inactivity, we developed a mouse model of physical activity reduction that permits the study of inactivity in animals prior to the onset of overt changes in body composition. Adult mice were randomized into three groups: an inactive control group (standard housing), an active control group (treadmill running for 6-weeks), and an activity reduction group (treadmill running for 4-weeks, followed by 2-weeks of inactivity). Transcriptional profiling of gastrocnemius muscle was performed.",Mus musculus,Expression profiling by high throughput sequencing,21,unclear,0,1,1,0,0,1,39609254,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE281nnn/GSE281849/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE281849,
10,obesity,GEO/GDS,obesity_muscle_metabolism_geo,GSE280525,200280525,The effect of lnc-ORA knockout on muscle fiber type transformation in mouse leg muscle.,"Skeletal muscle fiber type conversion is usually regulated by coding and non-coding RNA, which is closely related to obesity, Duchenne muscular dystrophy and sarcopenia. Furthermore, lnc-ORA KO mice were first constructed, and the results showed that lnc-ORA deficiency significantly increased exercise endurance, oxidative myofibers and mitochondrial function. Meanwhile, combining transcriptomic and proteomic data showed that lnc-ORA deficiency improved the biological processes and pathways related to the transformation of skeletal muscle fiber types. Mechanically, MYH7 is a target of lnc-ORA by multi-omics and RNA pull-down data, and it was degraded by interacting with ARIH1 through ubiquitination pathway. Importantly, lnc-ORA overexpression decreased the expression of MYH7 and enhanced the interaction of MYH7 and ARIH1, while lnc-ORA knockdown was the opposite. Overall, integrating transcriptomic and proteomic reveals the positive role of lnc-ORA deficiency on slow myofiber type formation via upregulating the level of MYH7 and inhibiting interaction between MYH7 and ARIH1. Our findings provide novel insights into the regulation of lncRNA on skeletal muscle fiber types.",Mus musculus,Expression profiling by high throughput sequencing,6,skeletal_muscle,0,1,1,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE280nnn/GSE280525/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE280525,
10,weight_loss,GEO/GDS,weight_loss_exercise_adipose_muscle_geo,GSE315218,200315218,Hypoxia coordinates adipocyte hypertrophy andhyperplasia through HlF1aa-ATGL-PPARy pathway enablesrapid and healthy energy storage in grass carp,"Animals often face food scarcity in nature. In order to survive, some animals store substantial fat when food is available. However, the physiological mechanism by which they store substantial fat and maintain metabolic health in the short term is poorly understood. Here, using the grass carp (Ctenopharyngodon idellus) as a model, which exhibits remarkable fat storage capacity, we found that adipose tissue responded to energy overload first and expanded through adipocyte hypertrophy and hyperplasia. Mechanistically, hypoxia inducible factor-1αa (hif-1αa) was activated in mature adipocytes after short-term high-energy intake, thereby bidirectionally regulating adipose triglyceride lipase (atgl) to drive healthy expansion of adipose tissue in grass carp: (1) Hif-1αa downregulates atgl protein levels via the ubiquitin-proteasome pathway, promoting adipocyte hypertrophy; (2) Hif-1αa upregulates atgl transcription to sustain basal lipolysis, releasing free fatty acids that activate peroxisome proliferator-activated receptor γ (pparγ) in preadipocytes to promote adipocyte hyperplasia. This crosstalk-mediated rapid adipocyte hyperplasia prevents detrimental excessive hypertrophy and significantly boosts the overall energy storage capacity. Taken together, our study reveals how grass carp utilize hypoxia signals (a signal often associated with metabolic disorders in mammals) to coordinate the pattern of adipose tissue expansion, achieving rapid and healthy lipid storage. Our findings redefine hypoxia's role as a metabolic orchestrator rather than a stress indicator, suggesting potential implications for a theoretical basis for addressing obesity-related diseases in humans and farmed animals caused by excessive energy intake.",Ctenopharyngodon idella,Genome binding/occupancy profiling by high throughput sequencing,4,adipose,1,0,1,0,0,1,41610914,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE315nnn/GSE315218/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE315218,
10,weight_loss,GEO/GDS,weight_loss_exercise_adipose_muscle_geo,GSE283579,200283579,Diurnal glycogen metabolism drives rhythmic liver protein secretion [in vitro],"The liver secretes most circulating proteins, which are critical for inter-organ communication and systemic energy homeostasis. However, the regulatory mechanisms governing hepatic protein secretion are largely unknown. Using proteomics approaches in humans and mice, we here demonstrate that hepatic protein secretion follows a 24-hour rhythm which is modulated by the timing of food intake. Rhythmic variations in the expression of secretory pathway proteins, involved in protein glycosylation and folding in the endoplasmic reticulum and Golgi apparatus, mediate this process. We find that feeding rhythms and the circadian clock protein BMAL1 regulate diurnal hepatic protein secretion by driving glycogen breakdown which generates glycosylation substrates. Rhythmic secretion was attenuated in a mouse model of obesity and affected by genetic variants associated with glycogen storage disease and congenital disorders of glycosylation. Our study reveals a mechanistic link between glycogen-derived metabolites and the protein secretion pathway, thereby connecting nutrient intake with fundamental liver functions.",Mus musculus,Expression profiling by high throughput sequencing,47,unclear,1,0,1,0,0,1,41644694,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE283nnn/GSE283579/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE283579,
10,repair,GEO/GDS,exercise_muscle_damage_geo,GSE314430,200314430,HDAC4 myonuclear reprogramming underlies denervation and weakness following musculoskeletal trauma,"Muscle weakness following joint injury contributes to substantial functional deficits and disability. The molecular etiology of prolonged muscle atrophy and weakness following knee ligament injury remains undefined, limiting our understanding of the inceptive events underlying poor functional recovery. We studied the muscle transcriptome in men and women in response to ligament injury and surgical reconstruction, revealing substantial injury- and reconstructive surgery-dependent changes, with sustained increases in genes associated with neuromuscular junction remodeling. We identified histone deacetylase 4 (HDAC4) as one of the most upregulated targets in muscle following both injury and reconstruction, and multi-omics integration of HDAC4 ChIP-sequencing and RNA-sequencing revealed a coordinated repression of genes associated with metabolism and contractile function following injury. We further applied single nucleus RNA-sequencing and uncovered aberrant neuromuscular signaling and myonuclear reprogramming. Our multi-omics and single-nucleus transcriptome analyses demonstrate unique myocellular and neuromuscular adaptations that could explain persistent functional deficits following acute musculoskeletal injury.",Homo sapiens,Expression profiling by high throughput sequencing,43,tendon_repair,1,0,0,0,0,1,41882639,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE314nnn/GSE314430/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE314430,
10,repair,GEO/GDS,exercise_muscle_damage_geo,GSE288972,200288972,Limosilactobacillus reuteri-derived exopolysaccharides facilitate the repair of intestinal epithelium barrier compromised by chemotherapy exposure,"A majority of patients undergoing chemotherapy treatment develop side effects that delay further cancer treatment. Antimetabolites, like 5 Fluorouracil (5 FU), are known to induce gut and oral inflammation, highlighting the importance of chemotherapy toxicity management. Here, we aimed to study whether probiotic bacterium Limosilactobacillus reuteri DSM 17938 (LR)-secreted components, including cell-free supernatant (CFS), exopolysaccharides (EPS), and extracellular membrane vesicles (MV), can improve gut barrier integrity following 5 FU exposure. Collectively, 5 FU altered the viability, metabolic activity, barrier integrity, and functional response of Caco-2 cells. EPS stimulation after 5 FU removal significantly improved the integrity and permeability of intestinal barrier through modulation of the transcriptional program associated with extracellular matrix and structure organization. Further, we found that CFS, MV and EPS differentially influenced monocyte polarization pathways, when monocytes were cultured with the supernatant from 5 FU exposed Caco-2 cells. Together, our findings suggest that the incorporation of bacterial metabolites, such as EPS, during chemotherapy could accelerate intestinal barrier recovery without suppressing the immune system, potentially allowing for a more effective scheduling of therapy in cancer patients.",Homo sapiens,Expression profiling by high throughput sequencing,15,tendon_repair;microbiome,1,0,0,1,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288972/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE288972,
